customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
DB-29702,58,3,332,3,1,1,Recent
DB-30601,247,3,631,2,1,1,At-risk
DB-30602,9,5,1441,4,2,2,Recent
DB-31201,673,2,206,1,1,1,At-risk
DB-31202,359,2,465,1,1,1,At-risk
DB-32101,629,6,370,1,3,1,At-risk
DB-32102,583,1,17,1,1,1,At-risk
DB-32701,532,1,662,1,1,1,At-risk
DB-32702,49,1,225,3,1,1,Recent
DB-33601,435,2,3691,1,1,3,At-risk
DB-34051,558,2,548,1,1,1,At-risk
DB-35551,6,1,131,4,1,1,Recent
DB-35552,42,2,840,3,1,2,Recent
DB-36151,108,3,2686,3,1,3,Recent
DB-36152,126,1,137,2,1,1,At-risk
DB-36601,238,1,728,2,1,1,At-risk
DB-36602,812,2,1479,1,1,2,At-risk
DC-128501,98,7,3085,3,3,3,Loyal
DC-128502,72,3,1339,3,1,2,Recent
DC-128503,42,10,1548,3,4,2,Loyal
DC-128504,38,9,3336,4,4,3,High-value
DC-132851,451,2,440,1,1,1,At-risk
DC-132852,120,5,7308,2,2,4,Loyal
DC-132853,19,11,7248,4,4,4,High-value
DC-132854,24,5,1175,4,2,2,Recent
DC-28501,316,4,1476,1,2,2,At-risk
DC-28502,35,2,2091,4,1,3,Recent
DC-28503,201,3,564,2,1,1,At-risk
DC-32851,738,2,574,1,1,1,At-risk
DC-32852,393,2,227,1,1,1,At-risk
DD-135701,111,2,551,2,1,1,At-risk
DD-135702,145,10,6899,2,4,4,High-value
DD-135703,78,6,1023,3,3,2,Loyal
DD-135704,42,6,269,3,3,1,Loyal
DD-35701,64,5,1823,3,2,2,Recent
DD-35702,141,3,506,2,1,1,At-risk
DE-132551,20,5,3761,4,2,3,Recent
DE-132552,29,4,1269,4,2,2,Recent
DE-132553,131,8,2503,2,4,3,Loyal
DE-132554,720,5,2551,1,2,3,At-risk
DE-32551,521,2,142,1,1,1,At-risk
DE-32552,49,6,2573,3,3,3,Loyal
DF-131351,10,8,4201,4,4,4,High-value
DF-131352,47,4,3288,3,2,3,Recent
DF-131353,416,3,359,1,1,1,At-risk
DF-131354,701,3,2391,1,1,3,At-risk
DF-31351,44,2,1049,3,1,2,Recent
DF-31352,926,2,252,1,1,1,At-risk
DG-133001,108,10,5020,3,4,4,High-value
DG-133002,128,6,2484,2,3,3,Loyal
DG-133003,31,7,3034,4,3,3,High-value
DG-133004,33,5,3195,4,2,3,Recent
DG-33001,379,5,2949,1,2,3,At-risk
DG-33002,15,1,33,4,1,1,Recent
DH-130751,76,5,3831,3,2,4,Recent
DH-130752,112,5,2386,2,2,3,Loyal
DH-130753,93,9,2978,3,4,3,High-value
DH-130754,278,6,4933,1,3,4,Loyal
DH-136751,93,3,3433,3,1,3,Recent
DH-136752,22,3,2518,4,1,3,Recent
DH-136753,24,7,822,4,3,2,Loyal
DH-136754,777,4,1042,1,2,2,At-risk
DH-30751,160,6,1587,2,3,2,Loyal
DH-30752,490,4,476,1,2,1,At-risk
DH-36751,120,6,3412,2,3,3,Loyal
DH-36752,933,1,30,1,1,1,At-risk
DH-36753,21,5,1220,4,2,2,Recent
DJ-134201,51,7,5230,3,3,4,High-value
DJ-134202,23,11,11158,4,4,4,High-value
DJ-134203,433,6,3740,1,3,3,Loyal
DJ-134204,638,4,2012,1,2,3,At-risk
DJ-135101,7,6,2668,4,3,3,High-value
DJ-135102,167,7,4513,2,3,4,Loyal
DJ-135103,85,10,5736,3,4,4,High-value
DJ-135104,49,8,2502,3,4,3,High-value
DJ-136301,66,11,4266,3,4,4,High-value
DJ-136302,420,9,2730,1,4,3,Loyal
DJ-136303,325,4,2206,1,2,3,At-risk
DJ-136304,13,3,3357,4,1,3,Recent
DJ-34201,115,3,263,2,1,1,At-risk
DJ-34202,2,1,158,4,1,1,Recent
DJ-35101,119,3,2406,2,1,3,At-risk
DJ-35102,583,1,194,1,1,1,At-risk
DJ-35103,7,3,3376,4,1,3,Recent
DJ-36301,254,2,245,2,1,1,At-risk
DJ-36302,35,4,1048,4,2,2,Recent
DK-128351,58,7,2628,3,3,3,Loyal
DK-128352,178,5,4960,2,2,4,Loyal
DK-128353,58,8,6745,3,4,4,High-value
DK-128354,22,12,3256,4,4,3,High-value
DK-128951,55,5,6372,3,2,4,Recent
DK-128952,58,5,2533,3,2,3,Recent
DK-128953,273,7,5157,1,3,4,Loyal
DK-128954,46,5,4283,3,2,4,Recent
DK-129851,2,12,5573,4,4,4,High-value
DK-129852,38,9,2819,4,4,3,High-value
DK-129853,98,9,4743,3,4,4,High-value
DK-129854,8,5,1687,4,2,2,Recent
DK-130901,9,18,10186,4,4,4,High-value
DK-130902,25,6,5428,4,3,4,High-value
DK-130903,76,5,916,3,2,2,Recent
DK-130904,43,7,2652,3,3,3,Loyal
DK-131501,72,8,4872,3,4,4,High-value
DK-131502,168,6,5970,2,3,4,Loyal
DK-131503,422,6,4340,1,3,4,Loyal
DK-131504,11,2,798,4,1,2,Recent
DK-132251,2,8,652,4,4,1,Loyal
DK-132252,27,6,1819,4,3,2,Loyal
DK-132253,84,6,1972,3,3,3,Loyal
DK-132254,11,9,4802,4,4,4,High-value
DK-133751,86,6,4420,3,3,4,High-value
DK-133752,55,5,3069,3,2,3,Recent
DK-133753,5,7,5450,4,3,4,High-value
DK-133754,20,8,3318,4,4,3,High-value
DK-28351,108,3,1830,3,1,2,Recent
DK-28352,22,8,1542,4,4,2,High-value
DK-28951,147,2,254,2,1,1,At-risk
DK-28952,160,4,1039,2,2,2,At-risk
DK-29851,1207,1,81,1,1,1,At-risk
DK-30901,69,2,67,3,1,1,Recent
DK-30902,168,1,207,2,1,1,At-risk
DK-31501,58,4,333,3,2,1,Recent
DK-31502,213,10,1246,2,4,2,Loyal
DK-32251,66,5,822,3,2,2,Recent
DK-32252,251,3,585,2,1,1,At-risk
DK-33751,118,4,1764,2,2,2,At-risk
DK-33752,1395,1,60,1,1,1,At-risk
DK-33753,307,5,2022,1,2,3,At-risk
DL-128651,58,7,4683,3,3,4,High-value
DL-128652,119,10,3023,2,4,3,Loyal
DL-128653,176,9,1977,2,4,3,Loyal
DL-128654,101,8,1504,3,4,2,Loyal
DL-129251,58,6,4807,3,3,4,High-value
DL-129252,1413,1,117,1,1,1,At-risk
DL-129253,69,8,3169,3,4,3,High-value
DL-129254,58,6,3274,3,3,3,Loyal
DL-133151,225,4,1850,2,2,2,At-risk
DL-133152,19,9,13191,4,4,4,High-value
DL-133153,35,6,2007,4,3,3,High-value
DL-133154,23,8,1458,4,4,2,High-value
DL-133301,13,10,9729,4,4,4,High-value
DL-133302,205,9,4514,2,4,4,High-value
DL-133303,28,11,1949,4,4,3,High-value
DL-133304,58,4,585,3,2,1,Recent
DL-134951,509,5,4541,1,2,4,Loyal
DL-134952,23,8,5618,4,4,4,High-value
DL-134953,56,6,2176,3,3,3,Loyal
DL-134954,77,8,3540,3,4,3,High-value
DL-28651,203,2,926,2,1,2,At-risk
DL-28652,502,1,256,1,1,1,At-risk
DL-28653,274,4,321,1,2,1,At-risk
DL-29251,38,2,356,4,1,1,Recent
DL-29252,156,5,478,2,2,1,At-risk
DL-33151,48,3,715,3,1,1,Recent
DL-33152,104,3,1031,3,1,2,Recent
DL-33301,953,1,14,1,1,1,At-risk
DL-33302,706,1,156,1,1,1,At-risk
DL-33303,856,1,989,1,1,2,At-risk
DL-34951,461,3,655,1,1,1,At-risk
DL-34952,283,2,118,1,1,1,At-risk
DM-129551,161,7,7348,2,3,4,Loyal
DM-129552,41,9,3887,4,4,4,High-value
DM-129553,266,9,7304,2,4,4,High-value
DM-129554,115,7,1321,2,3,2,Loyal
DM-130151,6,10,5904,4,4,4,High-value
DM-130152,6,10,2930,4,4,3,High-value
DM-130153,97,3,448,3,1,1,Recent
DM-130154,58,7,6344,3,3,4,High-value
DM-133451,91,7,6883,3,3,4,High-value
DM-133452,3,8,4806,4,4,4,High-value
DM-133453,569,4,1290,1,2,2,At-risk
DM-133454,23,8,4074,4,4,4,High-value
DM-135251,324,6,2553,1,3,3,Loyal
DM-135252,59,4,3505,3,2,3,Recent
DM-135253,36,6,2208,4,3,3,High-value
DM-135254,482,3,1378,1,1,2,At-risk
DM-29551,651,3,878,1,1,2,At-risk
DM-29552,709,1,139,1,1,1,At-risk
DM-29553,13,5,1420,4,2,2,Recent
DM-30151,3,3,966,4,1,2,Recent
DM-30152,31,3,1141,4,1,2,Recent
DM-33451,146,3,334,2,1,1,At-risk
DM-33452,462,3,4664,1,1,4,At-risk
DM-35251,1151,1,246,1,1,1,At-risk
DM-35252,324,2,1183,1,1,2,At-risk
DM-35253,322,3,763,1,1,2,At-risk
DN-136901,20,6,2649,4,3,3,High-value
DN-136902,42,5,3020,3,2,3,Recent
DN-136903,266,6,5290,2,3,4,Loyal
DN-136904,218,7,2139,2,3,3,Loyal
DN-36901,13,3,735,4,1,2,Recent
DN-36902,435,1,949,1,1,2,At-risk
DN-36903,594,1,133,1,1,1,At-risk
DO-134351,162,8,9101,2,4,4,High-value
DO-134352,288,3,2697,1,1,3,At-risk
DO-134353,65,12,2184,3,4,3,High-value
DO-134354,134,9,1298,2,4,2,Loyal
DO-136451,380,6,6540,1,3,4,Loyal
DO-136452,107,6,2329,3,3,3,Loyal
DO-136453,231,6,1947,2,3,3,Loyal
DO-136454,27,7,1267,4,3,2,Loyal
DO-34351,37,5,2261,4,2,3,Recent
DO-34352,72,5,1256,3,2,2,Recent
DO-36451,169,2,251,2,1,1,At-risk
DO-36452,129,1,1112,2,1,2,At-risk
DO-36453,42,2,326,3,1,1,Recent
DP-130001,62,7,3395,3,3,3,Loyal
DP-130002,90,10,6306,3,4,4,High-value
DP-130003,395,5,3135,1,2,3,At-risk
DP-130004,127,9,1051,2,4,2,Loyal
DP-131051,99,6,11883,3,3,4,High-value
DP-131052,133,2,926,2,1,2,At-risk
DP-131053,65,9,3906,3,4,4,High-value
DP-131054,7,8,2215,4,4,3,High-value
DP-131651,359,7,11836,1,3,4,Loyal
DP-131652,57,9,7444,3,4,4,High-value
DP-131653,8,7,1874,4,3,2,Loyal
DP-131654,813,2,1059,1,1,2,At-risk
DP-133901,134,7,1889,2,3,2,Loyal
DP-133902,1,6,1773,4,3,2,Loyal
DP-133903,246,5,1141,2,2,2,At-risk
DP-133904,359,9,5482,1,4,4,Loyal
DP-30001,49,5,1107,3,2,2,Recent
DP-30002,1193,1,30,1,1,1,At-risk
DP-30003,15,4,956,4,2,2,Recent
DP-31051,65,4,5858,3,2,4,Recent
DP-31052,177,2,1113,2,1,2,At-risk
DP-31651,8,5,1364,4,2,2,Recent
DP-31652,1105,1,153,1,1,1,At-risk
DP-33901,1255,2,714,1,1,1,At-risk
DP-33902,101,1,91,3,1,1,Recent
DP-33903,13,3,571,4,1,1,Recent
DR-128801,30,7,3328,4,3,3,High-value
DR-128802,197,7,1894,2,3,2,Loyal
DR-128803,7,9,2664,4,4,3,High-value
DR-128804,4,9,6527,4,4,4,High-value
DR-129401,76,11,10943,3,4,4,High-value
DR-129402,28,7,4652,4,3,4,High-value
DR-129403,49,7,1696,3,3,2,Loyal
DR-129404,51,8,8352,3,4,4,High-value
DR-28801,266,5,1091,2,2,2,At-risk
DR-28802,5,3,1201,4,1,2,Recent
DR-29401,40,6,2065,4,3,3,High-value
DR-29402,305,2,224,1,1,1,At-risk
DS-130301,136,6,3254,2,3,3,Loyal
DS-130302,278,6,2082,1,3,3,Loyal
DS-130303,153,10,4547,2,4,4,High-value
DS-130304,94,4,1762,3,2,2,Recent
DS-131801,119,4,3598,2,2,3,Loyal
DS-131802,119,5,1632,2,2,2,At-risk
DS-131803,15,13,5338,4,4,4,High-value
DS-131804,24,9,2882,4,4,3,High-value
DS-30301,49,2,691,3,1,1,Recent
DS-30302,185,4,947,2,2,2,At-risk
DS-31801,324,1,177,1,1,1,At-risk
DS-31802,72,1,7,3,1,1,Recent
DV-130451,41,5,5756,4,2,4,High-value
DV-130452,97,6,2210,3,3,3,Loyal
DV-130453,122,8,9018,2,4,4,High-value
DV-130454,20,5,1122,4,2,2,Recent
DV-134651,195,5,3861,2,2,4,Loyal
DV-134652,409,2,412,1,1,1,At-risk
DV-134653,191,7,5297,2,3,4,Loyal
DV-134654,30,6,3343,4,3,3,High-value
DV-30451,631,3,1269,1,1,2,At-risk
DV-30452,34,10,3374,4,4,3,High-value
DV-34651,27,2,162,4,1,1,Recent
DV-34652,14,3,3876,4,1,4,Recent
DW-131951,7,13,7327,4,4,4,High-value
DW-131952,28,3,756,4,1,2,Recent
DW-131953,90,4,526,3,2,1,Recent
DW-131954,70,6,1079,3,3,2,Loyal
DW-134801,66,7,5313,3,3,4,High-value
DW-134802,185,4,3412,2,2,3,Loyal
DW-134803,213,7,2340,2,3,3,Loyal
DW-134804,218,5,5272,2,2,4,Loyal
DW-135401,13,4,3800,4,2,4,High-value
DW-135402,34,5,5296,4,2,4,High-value
DW-135403,95,6,3729,3,3,3,Loyal
DW-135404,99,5,343,3,2,1,Recent
DW-135851,6,11,4415,4,4,4,High-value
DW-135852,13,8,1490,4,4,2,High-value
DW-135853,83,11,5034,3,4,4,High-value
DW-135854,243,7,1205,2,3,2,Loyal
DW-31951,1148,1,55,1,1,1,At-risk
DW-31952,1064,3,1187,1,1,2,At-risk
DW-34801,168,4,1339,2,2,2,At-risk
DW-34802,495,2,2469,1,1,3,At-risk
DW-34803,56,6,3311,3,3,3,Loyal
DW-35401,55,1,25,3,1,1,Recent
DW-35402,1196,1,428,1,1,1,At-risk
DW-35403,920,2,763,1,1,2,At-risk
DW-35851,29,3,435,4,1,1,Recent
DW-35852,148,1,27,2,1,1,At-risk
Dl-136001,6,8,8124,4,4,4,High-value
Dl-136002,161,6,2973,2,3,3,Loyal
Dl-136003,86,1,59,3,1,1,Recent
Dl-136004,120,5,756,2,2,2,At-risk
Dl-36001,190,6,993,2,3,2,Loyal
Dl-36002,112,4,1815,2,2,2,At-risk
Dp-132401,252,6,9845,2,3,4,Loyal
Dp-132402,91,2,980,3,1,2,Recent
Dp-132403,19,9,4201,4,4,4,High-value
Dp-132404,85,11,7199,3,4,4,High-value
Dp-32401,470,4,382,1,2,1,At-risk
Dp-32402,26,2,128,4,1,1,Recent
Dp-32403,1170,1,98,1,1,1,At-risk
EA-140351,94,6,2922,3,3,3,Loyal
EA-140352,579,3,1337,1,1,2,At-risk
EA-140353,192,9,4285,2,4,4,High-value
EA-140354,153,13,2846,2,4,3,Loyal
EA-40351,166,3,131,2,1,1,At-risk
EB-137051,76,8,1641,3,4,2,Loyal
EB-137052,710,6,3127,1,3,3,Loyal
EB-137053,265,7,3972,2,3,4,Loyal
EB-137054,49,9,3643,3,4,3,High-value
EB-137501,363,2,1120,1,1,2,At-risk
EB-137502,33,5,2024,4,2,3,Recent
EB-137503,91,3,2109,3,1,3,Recent
EB-137504,36,10,3236,4,4,3,High-value
EB-138401,442,5,4078,1,2,4,Loyal
EB-138402,3,10,9895,4,4,4,High-value
EB-138403,196,5,1856,2,2,2,At-risk
EB-138404,91,5,4358,3,2,4,Recent
EB-138701,16,4,2920,4,2,3,Recent
EB-138702,18,4,1071,4,2,2,Recent
EB-138703,73,1,93,3,1,1,Recent
EB-138704,101,10,2768,3,4,3,High-value
EB-139301,20,8,3305,4,4,3,High-value
EB-139302,76,3,4727,3,1,4,Recent
EB-139303,598,2,557,1,1,1,At-risk
EB-139304,162,5,944,2,2,2,At-risk
EB-139751,20,9,1985,4,4,3,High-value
EB-139752,143,6,4893,2,3,4,Loyal
EB-139753,1,13,4883,4,4,4,High-value
EB-139754,1,4,1644,4,2,2,Recent
EB-141101,282,5,3471,1,2,3,At-risk
EB-141102,54,10,6522,3,4,4,High-value
EB-141103,36,3,601,4,1,1,Recent
EB-141104,114,6,3073,2,3,3,Loyal
EB-141701,132,6,1788,2,3,2,Loyal
EB-141702,358,1,419,1,1,1,At-risk
EB-141703,20,10,3344,4,4,3,High-value
EB-141704,83,6,1187,3,3,2,Loyal
EB-37051,399,2,2720,1,1,3,At-risk
EB-37052,1324,1,422,1,1,1,At-risk
EB-37501,1135,1,173,1,1,1,At-risk
EB-37502,185,5,766,2,2,2,At-risk
EB-38401,619,1,9,1,1,1,At-risk
EB-38402,1260,1,1444,1,1,2,At-risk
EB-38403,44,4,346,3,2,1,Recent
EB-38701,602,3,84,1,1,1,At-risk
EB-38702,498,2,101,1,1,1,At-risk
EB-39301,31,4,1462,4,2,2,Recent
EB-39302,8,5,972,4,2,2,Recent
EB-39751,781,4,2074,1,2,3,At-risk
EB-39752,36,5,640,4,2,1,Recent
EB-41101,58,5,1475,3,2,2,Recent
EB-41102,21,5,943,4,2,2,Recent
EB-41701,55,4,872,3,2,2,Recent
EB-41702,705,2,396,1,1,1,At-risk
EC-140501,112,7,2733,2,3,3,Loyal
EC-140502,244,3,231,2,1,1,At-risk
EC-140503,771,4,1003,1,2,2,At-risk
EC-140504,54,5,462,3,2,1,Recent
EC-40501,163,3,1537,2,1,2,At-risk
EC-40502,210,4,765,2,2,2,At-risk
ED-138851,80,7,6533,3,3,4,High-value
ED-138852,16,8,3080,4,4,3,High-value
ED-138853,45,8,4922,3,4,4,High-value
ED-138854,136,8,3487,2,4,3,Loyal
ED-38851,756,2,166,1,1,1,At-risk
ED-38852,624,1,15,1,1,1,At-risk
ED-38853,57,5,346,3,2,1,Recent
EG-139001,84,4,5381,3,2,4,Recent
EG-139002,142,7,6883,2,3,4,Loyal
EG-139003,37,5,2468,4,2,3,Recent
EG-139004,23,5,1833,4,2,2,Recent
EG-39001,90,6,5151,3,3,4,High-value
EG-39002,52,5,1398,3,2,2,Recent
EH-137651,3,8,5217,4,4,4,High-value
EH-137652,174,5,3774,2,2,4,Loyal
EH-137653,19,4,958,4,2,2,Recent
EH-137654,136,12,10313,2,4,4,High-value
EH-139451,121,5,562,2,2,1,At-risk
EH-139452,191,4,3265,2,2,3,Loyal
EH-139453,58,10,3320,3,4,3,High-value
EH-139454,218,8,684,2,4,1,Loyal
EH-139901,45,9,6141,3,4,4,High-value
EH-139902,103,4,979,3,2,2,Recent
EH-139903,68,7,862,3,3,2,Loyal
EH-139904,406,6,827,1,3,2,At-risk
EH-140051,73,9,1941,3,4,3,High-value
EH-140052,15,4,4728,4,2,4,High-value
EH-140053,29,8,2489,4,4,3,High-value
EH-140054,3,7,1220,4,3,2,Loyal
EH-141251,103,8,4073,3,4,4,High-value
EH-141252,125,8,7494,2,4,4,High-value
EH-141253,230,5,2760,2,2,3,Loyal
EH-141254,153,10,3084,2,4,3,Loyal
EH-141851,272,9,6225,1,4,4,Loyal
EH-141852,224,6,3744,2,3,3,Loyal
EH-141853,68,8,1906,3,4,3,High-value
EH-141854,106,6,925,3,3,2,Loyal
EH-37651,129,8,605,2,4,1,Loyal
EH-37652,1120,1,405,1,1,1,At-risk
EH-39451,112,3,1244,2,1,2,At-risk
EH-39452,1351,1,223,1,1,1,At-risk
EH-39453,486,5,1053,1,2,2,At-risk
EH-39901,721,5,635,1,2,1,At-risk
EH-39902,34,1,37,4,1,1,Recent
EH-40051,197,4,976,2,2,2,At-risk
EH-40052,197,3,1654,2,1,2,At-risk
EH-41251,23,7,1087,4,3,2,Loyal
EH-41252,70,6,3926,3,3,4,High-value
EH-41851,129,5,1863,2,2,2,At-risk
EH-41852,122,3,1714,2,1,2,At-risk
EJ-137201,50,6,4136,3,3,4,High-value
EJ-137202,183,4,537,2,2,1,At-risk
EJ-137203,121,8,2136,2,4,3,Loyal
EJ-137204,303,4,2161,1,2,3,At-risk
EJ-141551,28,7,4223,4,3,4,High-value
EJ-141552,49,6,2313,3,3,3,Loyal
EJ-141553,600,5,3131,1,2,3,At-risk
EJ-141554,58,5,2657,3,2,3,Recent
EJ-37201,213,5,1204,2,2,2,At-risk
EJ-37202,157,3,525,2,1,1,At-risk
EJ-41551,23,3,1841,4,1,2,Recent
EJ-41552,141,2,792,2,1,2,At-risk
EK-137951,114,6,1103,2,3,2,Loyal
EK-137952,93,5,2758,3,2,3,Recent
EK-137953,220,2,432,2,1,1,At-risk
EK-137954,45,4,1302,3,2,2,Recent
EK-37951,394,2,174,1,1,1,At-risk
EK-37952,213,4,1355,2,2,2,At-risk
EL-137351,293,6,4219,1,3,4,Loyal
EL-137352,146,6,3520,2,3,3,Loyal
EL-137353,54,9,2651,3,4,3,High-value
EL-137354,78,2,125,3,1,1,Recent
EL-37351,27,6,1976,4,3,3,High-value
EL-37352,202,5,1718,2,2,2,At-risk
EM-138101,273,5,7229,1,2,4,Loyal
EM-138102,79,5,1467,3,2,2,Recent
EM-138103,104,8,2290,3,4,3,High-value
EM-138104,133,5,2567,2,2,3,Loyal
EM-138251,351,5,4013,1,2,4,Loyal
EM-138252,283,6,4427,1,3,4,Loyal
EM-138253,138,7,3349,2,3,3,Loyal
EM-138254,56,8,2340,3,4,3,High-value
EM-139601,3,16,14324,4,4,4,High-value
EM-139602,17,10,5759,4,4,4,High-value
EM-139603,303,6,4212,1,3,4,Loyal
EM-139604,152,5,934,2,2,2,At-risk
EM-140651,17,5,4264,4,2,4,High-value
EM-140652,180,2,5518,2,1,4,Loyal
EM-140653,210,6,2097,2,3,3,Loyal
EM-140654,48,4,228,3,2,1,Recent
EM-140951,194,4,3189,2,2,3,Loyal
EM-140952,290,6,5336,1,3,4,Loyal
EM-140953,9,3,1324,4,1,2,Recent
EM-140954,114,4,1041,2,2,2,At-risk
EM-141401,176,9,10563,2,4,4,High-value
EM-141402,429,6,741,1,3,2,At-risk
EM-141403,25,9,5617,4,4,4,High-value
EM-141404,49,6,4589,3,3,4,High-value
EM-142001,120,7,7725,2,3,4,Loyal
EM-142002,87,5,3557,3,2,3,Recent
EM-142003,42,8,5438,3,4,4,High-value
EM-142004,159,3,367,2,1,1,At-risk
EM-38101,59,4,166,3,2,1,Recent
EM-38102,318,2,865,1,1,2,At-risk
EM-38251,967,2,41,1,1,1,At-risk
EM-38252,938,1,13,1,1,1,At-risk
EM-38253,483,3,325,1,1,1,At-risk
EM-39601,195,4,1171,2,2,2,At-risk
EM-39602,946,1,100,1,1,1,At-risk
EM-39603,239,3,1585,2,1,2,At-risk
EM-40651,150,4,1775,2,2,2,At-risk
EM-40652,1239,1,139,1,1,1,At-risk
EM-40653,53,4,1300,3,2,2,Recent
EM-40951,589,3,1759,1,1,2,At-risk
EM-40952,878,1,193,1,1,1,At-risk
EM-40953,132,5,881,2,2,2,At-risk
EM-41401,578,4,639,1,2,1,At-risk
EM-41402,94,2,1262,3,1,2,Recent
EM-42001,152,2,1922,2,1,3,At-risk
EM-42002,152,2,663,2,1,1,At-risk
EN-137801,15,5,1511,4,2,2,Recent
EN-137802,145,5,1957,2,2,3,Loyal
EN-137803,31,6,668,4,3,1,Loyal
EN-137804,288,4,2200,1,2,3,At-risk
EN-37801,365,4,179,1,2,1,At-risk
EN-37802,206,4,557,2,2,1,At-risk
EP-139151,223,10,6827,2,4,4,High-value
EP-139152,106,5,2289,3,2,3,Recent
EP-139153,582,1,1686,1,1,2,At-risk
EP-139154,13,17,5481,4,4,4,High-value
EP-39151,76,2,294,3,1,1,Recent
EP-39152,1284,1,193,1,1,1,At-risk
ER-138551,297,5,2687,1,2,3,At-risk
ER-138552,70,4,7927,3,2,4,Recent
ER-138553,134,7,1537,2,3,2,Loyal
ER-138554,422,3,1245,1,1,2,At-risk
ER-38551,54,2,464,3,1,1,Recent
ER-38552,113,5,3271,2,2,3,Loyal
ES-140201,66,9,1940,3,4,3,High-value
ES-140202,1,11,4999,4,4,4,High-value
ES-140203,77,7,2377,3,3,3,Loyal
ES-140204,41,5,3511,4,2,3,Recent
ES-140801,636,5,4914,1,2,4,Loyal
ES-140802,188,5,2036,2,2,3,Loyal
ES-140803,368,5,4628,1,2,4,Loyal
ES-140804,29,9,4657,4,4,4,High-value
ES-40201,29,2,367,4,1,1,Recent
ES-40202,426,1,735,1,1,2,At-risk
ES-40203,345,4,790,1,2,2,At-risk
ES-40801,146,6,960,2,3,2,Loyal
ES-40802,276,3,965,1,1,2,At-risk
FA-142301,23,5,2177,4,2,3,Recent
FA-142302,147,12,7077,2,4,4,High-value
FA-142303,39,5,1297,4,2,2,Recent
FA-142304,98,7,2984,3,3,3,Loyal
FA-42301,185,5,172,2,2,1,At-risk
FA-42302,342,1,643,1,1,1,At-risk
FC-142451,43,8,4133,3,4,4,High-value
FC-142452,462,4,752,1,2,2,At-risk
FC-142453,199,4,2566,2,2,3,Loyal
FC-142454,71,7,3419,3,3,3,Loyal
FC-143351,148,6,2788,2,3,3,Loyal
FC-143352,185,4,914,2,2,2,At-risk
FC-143353,108,6,1180,3,3,2,Loyal
FC-143354,185,7,3890,2,3,4,Loyal
FC-42451,492,3,946,1,1,2,At-risk
FC-42452,584,3,594,1,1,1,At-risk
FC-43351,1233,1,126,1,1,1,At-risk
FC-43352,111,3,425,2,1,1,At-risk
FG-142601,210,5,5148,2,2,4,Loyal
FG-142602,92,4,2518,3,2,3,Recent
FG-142603,52,2,348,3,1,1,Recent
FG-142604,35,7,1383,4,3,2,Loyal
FG-42601,111,3,83,2,1,1,At-risk
FG-42602,156,1,26,2,1,1,At-risk
FG-42603,476,5,198,1,2,1,At-risk
FH-142751,379,2,5052,1,1,4,At-risk
FH-142752,104,6,2972,3,3,3,Loyal
FH-142753,5,5,1292,4,2,2,Recent
FH-142754,38,10,4257,4,4,4,High-value
FH-143501,49,3,2950,3,1,3,Recent
FH-143502,2,8,4000,4,4,4,High-value
FH-143503,115,5,1433,2,2,2,At-risk
FH-143504,213,4,2273,2,2,3,Loyal
FH-143651,100,7,2864,3,3,3,Loyal
FH-143652,2,8,4470,4,4,4,High-value
FH-143653,43,7,13328,3,3,4,High-value
FH-143654,6,8,6989,4,4,4,High-value
FH-42751,237,2,34,2,1,1,At-risk
FH-42752,135,3,79,2,1,1,At-risk
FH-43501,15,2,45,4,1,1,Recent
FH-43502,1156,1,65,1,1,1,At-risk
FH-43651,367,1,192,1,1,1,At-risk
FH-43652,167,8,2561,2,4,3,Loyal
FM-142151,219,7,4305,2,3,4,Loyal
FM-142152,99,7,5513,3,3,4,High-value
FM-142153,255,7,2078,2,3,3,Loyal
FM-142154,8,10,2456,4,4,3,High-value
FM-142901,106,7,3353,3,3,3,Loyal
FM-142902,793,3,1407,1,1,2,At-risk
FM-142903,81,11,5888,3,4,4,High-value
FM-142904,37,9,3737,4,4,3,High-value
FM-143801,239,5,2301,2,2,3,Loyal
FM-143802,490,4,977,1,2,2,At-risk
FM-143803,479,3,796,1,1,2,At-risk
FM-143804,146,9,2523,2,4,3,Loyal
FM-42151,469,2,1994,1,1,3,At-risk
FM-42152,97,4,941,3,2,2,Recent
FM-42901,152,4,327,2,2,1,At-risk
FM-42902,3,4,1676,4,2,2,Recent
FM-43801,217,1,49,2,1,1,At-risk
FM-43802,2,5,795,4,2,2,Recent
FO-143051,79,7,4643,3,3,4,High-value
FO-143052,28,13,7365,4,4,4,High-value
FO-143053,23,7,929,4,3,2,Loyal
FO-143054,39,10,2681,4,4,3,High-value
FO-43051,293,3,140,1,1,1,At-risk
FO-43052,52,7,2017,3,3,3,Loyal
FP-143201,145,8,3973,2,4,4,High-value
FP-143202,211,5,1172,2,2,2,At-risk
FP-143203,30,8,751,4,4,2,High-value
FP-143204,24,8,4047,4,4,4,High-value
FP-43201,35,2,161,4,1,1,Recent
FP-43202,28,3,656,4,1,1,Recent
FW-143951,138,6,10897,2,3,4,Loyal
FW-143952,301,5,2878,1,2,3,At-risk
FW-143953,64,12,3118,3,4,3,High-value
FW-143954,363,3,81,1,1,1,At-risk
FW-43951,692,3,683,1,1,1,At-risk
FW-43952,1,5,537,4,2,1,Recent
GA-145151,540,2,3985,1,1,4,At-risk
